Tag Number,Site,Plot,Species,Surv1,Surv2,Surv3,Surv4,Repr1,Repr2,Repr3,Repr4,Notes,Date:,Date:,Date:,Date:,
446,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
447,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
448,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
449,15_05,3,Andropogon glomeratus,1,0,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
450,15_05,3,Andropogon glomeratus,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
451,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
452,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
453,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
454,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
455,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
456,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
457,15_05,3,Andropogon glomeratus,1,0,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
458,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
459,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
460,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
461,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
462,15_05,3,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
463,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
464,15_05,3,Balduina uniflora,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
465,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
466,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
467,15_05,3,Andropogon glomeratus,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
468,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
469,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
470,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
471,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
472,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
473,15_05,3,Andropogon glomeratus,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
474,15_05,3,Andropogon glomeratus,1,0,0,0,N,N,N,N,brown stalks only,4/10/2024,5/29,8/7/2024,10/22/2024,
475,15_05,3,Andropogon glomeratus,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
476,15_05,3,Andropogon glomeratus,1,0,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
477,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
478,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
479,15_05,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
480,15_05,3,Andropogon glomeratus,1,0,0,0,N,N,N,N,brown stalks only,4/10/2024,5/29,8/7/2024,10/22/2024,
481,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
482,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
483,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
484,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
485,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
486,15_05,3,Balduina uniflora,1,1,0,0,N,N,N,N,barely alive,4/10/2024,5/29,8/7/2024,10/22/2024,
487,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
488,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
489,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
490,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,Y,10/22: 1 flower,4/10/2024,5/29,8/7/2024,10/22/2024,
491,15_05,3,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
492,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
493,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,Y,10/22: 1 flower,4/10/2024,5/29,8/7/2024,10/22/2024,
494,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
495,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
496,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
497,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
498,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
499,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
500,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
501,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
502,15_05,3,Balduina uniflora,1,1,1,0,N,N,N,N,withered and small,4/10/2024,5/29,8/7/2024,10/22/2024,
503,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
504,15_05,3,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
505,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,barely alive,4/10/2024,5/29,8/7/2024,10/22/2024,
506,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,barely alive,4/10/2024,5/29,8/7/2024,10/22/2024,
507,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
508,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
509,15_05,3,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
510,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,barely alive,4/10/2024,5/29,8/7/2024,10/22/2024,
511,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
512,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
513,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
514,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
515,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
516,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
517,15_05,3,Balduina uniflora,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
518,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
519,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
520,15_05,3,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
521,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
522,15_05,3,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
523,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
524,15_05,3,Balduina uniflora,1,1,0,0,N,N,N,N,-1; almost dead -2,4/10/2024,5/29,8/7/2024,10/22/2024,
525,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,Y,10/22: 1 flower,4/10/2024,5/29,8/7/2024,10/22/2024,
526,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,Y,"10/22: 1 stem, flower fell or missing",4/10/2024,5/29,8/7/2024,10/22/2024,
527,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
528,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
529,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
530,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
531,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
532,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
533,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
534,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
535,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,Y,10/22: 1 flower,4/10/2024,5/29,8/7/2024,10/22/2024,
536,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
537,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
538,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
539,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
540,15_05,3,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
721,15_04,1,Oxypolis rigidior,1,1,0,1,N,N,N,Y,10/23: getting ready to flower,4/10/2024,5/29,8/7/2024,10/22/2024,
722,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,looks like a tiny resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
723,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,Y,10/23: getting ready to flower,4/10/2024,5/29,8/7/2024,10/22/2024,
724,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
725,15_04,1,Oxypolis rigidior,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
726,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
727,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
728,15_04,1,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
729,15_04,1,Oxypolis rigidior,1,1,0,0,N,N,N,N,rhizome half aboveground,4/10/2024,5/29,8/7/2024,10/22/2024,
730,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
731,15_04,1,Oxypolis rigidior,1,1,0,1,N,N,N,Y,10/23: getting ready to flower,4/10/2024,5/29,8/7/2024,10/22/2024,
732,15_04,1,Oxypolis rigidior,1,1,0,1,N,N,N,Y,10/23: getting ready to flower,4/10/2024,5/29,8/7/2024,10/22/2024,
733,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
734,15_04,1,Oxypolis rigidior,1,1,0,0,N,N,N,N,looks like a tiny resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
735,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,looks like a tiny resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
736,15_04,1,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
737,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,Y,10/23: getting ready to flower,4/10/2024,5/29,8/7/2024,10/22/2024,
738,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
739,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,Y,rhizome aboveground ; 10/23: getting ready to flower,4/10/2024,5/29,8/7/2024,10/22/2024,
740,15_04,1,Oxypolis rigidior,1,1,1,1,N,N,N,N,rhizome aboveground ,4/10/2024,5/29,8/7/2024,10/22/2024,
741,15_04,1,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
742,15_04,1,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
743,15_04,1,Oxypolis rigidior,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
744,15_04,1,Oxypolis rigidior,1,0,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
745,15_04,1,Oxypolis rigidior,0,1,0,0,N,N,N,N,not found,4/10/2024,5/29,8/7/2024,10/22/2024,
746,15_04,1,Oxypolis rigidior,0,0,0,0,N,N,N,N,not found,4/10/2024,5/29,8/7/2024,10/22/2024,
747,15_04,1,Oxypolis rigidior,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
748,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
749,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
750,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
751,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
752,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
753,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
754,15_04,1,Rhynchospora latifolia,0,1,1,1,N,N,N,N,not found,4/10/2024,5/29,8/7/2024,10/22/2024,
755,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
756,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
757,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
758,15_04,1,Rhynchospora latifolia,0,1,0,0,N,N,N,N,not found,4/10/2024,5/29,8/7/2024,10/22/2024,
759,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
760,15_04,1,Rhynchospora latifolia,1,0,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
761,15_04,1,Rhynchospora latifolia,0,0,1,1,N,N,N,N,not found,4/10/2024,5/29,8/7/2024,10/22/2024,
762,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
763,15_04,1,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
764,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
765,15_04,1,Anthaenantia villosa,1,1,1,0,N,N,N,N,10/23: a lot of small growth nearby but couldn't find distinct plug,4/10/2024,5/29,8/7/2024,10/22/2024,
766,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
767,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
768,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
769,15_04,1,Anthaenantia villosa,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
770,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
771,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
772,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
773,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
774,15_04,1,Anthaenantia villosa,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
775,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
776,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
777,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
778,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
779,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
780,15_04,1,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
781,15_04,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
782,15_04,1,Liatris spicata,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
783,15_04,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
784,15_04,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
785,15_04,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
786,15_04,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
787,15_04,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
788,15_04,1,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
789,15_04,1,Liatris spicata,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
790,15_04,1,Liatris spicata,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
791,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
792,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
793,15_04,1,Andropogon glomeratus,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
794,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
795,15_04,1,Andropogon glomeratus,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
796,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
797,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
798,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
799,15_04,1,Andropogon glomeratus,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
800,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
801,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
802,15_04,1,Andropogon glomeratus,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
803,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
804,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
805,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
806,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
807,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
808,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
809,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
810,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
811,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
812,15_04,1,Andropogon glomeratus,1,1,1,0,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
813,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
814,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
815,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
816,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
817,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
818,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
819,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
820,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
821,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
822,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
823,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
824,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
825,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
826,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
827,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
828,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
829,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
830,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
831,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
832,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
833,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: blooming,4/10/2024,5/29,8/7/2024,10/22/2024,
834,15_04,1,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
835,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
836,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
837,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
838,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
839,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
840,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
841,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
842,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
843,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
844,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
845,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
846,15_04,1,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
